created,tweet_text
Wed Oct 20 16:44:51 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 16:44:33 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 16:36:32 +0000 2021,토르: 라그나로크 (Thor: Ragnarok) https://t.co/cHwSv2tM3j
Wed Oct 20 15:24:27 +0000 2021,라그나로크라고?어떻게..../자동
Wed Oct 20 14:47:19 +0000 2021,"내일 14하기전에 할거

킹이즈백
리바이브
와카라나이
라그나로크"
Wed Oct 20 14:42:27 +0000 2021,"11. &lt;닥터 스트레인지&gt;하고 &lt;토르: 라그나로크&gt;.... 어벤 시리즈 아니라고 영화관 안간 과거의 나를 멱살 잡고 탈탈 흔들어 버리고 싶음

12. &lt;조선마술사&gt; 학교에서 입시 끝난 3학년만 데려가서 봤는… https://t.co/LMRPNVqmQW"
Wed Oct 20 14:26:19 +0000 2021,"라그나로크
외모지상주의
평창올림픽
시리즈
가상화폐
야식스타그램
월드컵 https://t.co/BbmjbUiYzd"
Wed Oct 20 14:25:53 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 14:14:00 +0000 2021,11오딘 은... 아토르간에만 등장해서 프릿슈는 관계 1도 업는... 혹시 샨토토님 의식하고 들고왔나 싶기도한데 그럴거면 라그나로크나... 알렉테마인편이 맞음
Wed Oct 20 14:04:49 +0000 2021,"120개 중에 40개 해서 80개 남았는데 내일 할까 아니면 라그나로크를 보며 맥주와 함께 일을 할까 
정말 싫다 내일이 목요일어서 참는다 오늘이 화요일이었으면 일도 안 하고 맥주 마셨을거야"
Wed Oct 20 14:03:33 +0000 2021,"가장 유명한 라그나로크 이야기를 깜빡했군. 그건 미래에 일어날 것이라고 예언된 일련의 사건들이다. 거대한 전쟁이 일어나 인간들과 요정들, 그리고 신까지, 신화의 주요 인물들이 대부분 죽어 버린다는 내용을 담고 있어."
Wed Oct 20 13:58:53 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 13:37:46 +0000 2021,"라그나로크
외모지상주의
평창올림픽
시리즈
가상화폐
야식스타그램
월드컵 https://t.co/3FeuGUgJRD"
Wed Oct 20 12:34:50 +0000 2021,18. 라그나로크 온라인 : https://t.co/kRyG6ofQ2k
Wed Oct 20 12:25:58 +0000 2021,"라그나로크
외모지상주의
평창올림픽
시리즈
가상화폐
야식스타그램
월드컵 https://t.co/rXVw0gpUlc"
Wed Oct 20 12:17:51 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 11:24:37 +0000 2021,로드의 순수한 혈통이 아니라면 라그나로크를 사용하지 못하는 것은 당연하겠지/자동
Wed Oct 20 11:00:41 +0000 2021,"RT @llapiuyuuuuu: 크림가지파스타랑 블루문 먹으면서 에이지 오브 개망작 울트론 보는 타래

어벤1 타래&gt;&gt;https://t.co/6NGUaLw0RE …
퍼벤&gt;&gt;https://t.co/p5iB6IigU0 …
윈솔&gt;&gt;https://t.co/…"
Wed Oct 20 10:51:25 +0000 2021,"라그나로크 재밌었지! 본캐 팔라딘이고 부캐는 댄서였습니당! 코스도 열심히 했었는데ㅋㅋㅋㅋ
아직도 댄서는 코스 위시이긴 해욤 https://t.co/FHNaOD7QAw"
Wed Oct 20 10:51:02 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 10:42:13 +0000 2021,내년에는 라그나로크 코스할 수 있으려나. 소드맨이 나이트보다 화려하진 않아도 준비하기는 더 저렴하겠지?ㅋㅋㅋ https://t.co/e2Ss9GjGco
Wed Oct 20 09:48:52 +0000 2021,"라그나로크
외모지상주의
평창올림픽
시리즈
가상화폐
야식스타그램
월드컵 https://t.co/qcd8W01rgr"
Wed Oct 20 08:34:11 +0000 2021,야외 라그나로크!
Wed Oct 20 07:39:51 +0000 2021,RT @llapiuyuuuuu: 라그나로크 진엔딩 https://t.co/u4PTRbq85f
Wed Oct 20 07:39:12 +0000 2021,RT @llapiuyuuuuu: 라그나로크에서 제일 왜나왔는지 알수없는 의사양반 https://t.co/zPH2ZtfuRU
Wed Oct 20 06:23:53 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 05:43:05 +0000 2021,"발키리, 와이번, 라그나로크, 데스사이저 말고 다른 베이들도 카피를 하고 있었던 거임....? 무더기로 카피 하고 있는데 그 중에 크로노스도 있어서 같이 끼워넣은 거야 뭐야... 사실 스토리 전개상(ㅋㅋ)… https://t.co/t9gsRiyuWH"
Wed Oct 20 05:41:28 +0000 2021,"근데 섀도 베이즈 말이야... 발키리, 와이번, 라그나로크, 데스사이저는 뭐 슈 친구들 베이니까 미리 알 수 있다고 쳐도.... 쿠자가 중간에 합류해서 같이 올 거라는건 어떻게 알고 만든 거야...? ㅋㅋㅋ… https://t.co/PAmY0gecDJ"
Wed Oct 20 05:04:10 +0000 2021,"RT @gamer_aruss: 📝
10월 27일 마블 가디언즈 오브 갤럭시
11월 5일 콜오브듀티 뱅가드
11월 19일 배틀필드 2042

2022년
1월 중 레식 익스트랙션
2월 5일 다잉 라이트2
2월 18일 호라이즌 포비든 웨스트
2월 25일…"
Wed Oct 20 04:58:38 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 04:50:52 +0000 2021,"RT @gamer_aruss: 📝
10월 27일 마블 가디언즈 오브 갤럭시
11월 5일 콜오브듀티 뱅가드
11월 19일 배틀필드 2042

2022년
1월 중 레식 익스트랙션
2월 5일 다잉 라이트2
2월 18일 호라이즌 포비든 웨스트
2월 25일…"
Wed Oct 20 04:42:46 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 04:42:18 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 04:41:14 +0000 2021,"RT @gamer_aruss: 📝
10월 27일 마블 가디언즈 오브 갤럭시
11월 5일 콜오브듀티 뱅가드
11월 19일 배틀필드 2042

2022년
1월 중 레식 익스트랙션
2월 5일 다잉 라이트2
2월 18일 호라이즌 포비든 웨스트
2월 25일…"
Wed Oct 20 04:39:32 +0000 2021,"📝
10월 27일 마블 가디언즈 오브 갤럭시
11월 5일 콜오브듀티 뱅가드
11월 19일 배틀필드 2042

2022년
1월 중 레식 익스트랙션
2월 5일 다잉 라이트2
2월 18일 호라이즌 포비든 웨스트… https://t.co/pDXxdxoLdP"
Wed Oct 20 04:32:28 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 04:26:29 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 04:23:35 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 04:13:36 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 04:05:39 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 04:03:14 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 03:59:39 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 03:58:49 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 03:58:41 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 03:55:40 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 03:53:31 +0000 2021,왜.네가 이것을...라그나로크를 가지고 있는거지?/자동
Wed Oct 20 03:48:03 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 03:42:03 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 03:34:14 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 03:26:53 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 03:26:27 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 03:12:51 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 03:06:42 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 02:58:29 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 02:43:15 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 02:37:47 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 02:34:12 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 02:27:55 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 02:21:44 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 02:15:13 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 02:14:14 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 02:07:23 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 02:04:37 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 02:01:32 +0000 2021,"180126 부가판권 토르: 라그나로크 (Thor: Ragnarok, 2017) 성우진

안장혁 - 토르 役 (크리스 헴스워스)
엄상현 - 로키 役 (톰 히들스턴)
이계윤 - 헬라 役 (케이트 블란쳇)
시영… https://t.co/vhxFeLocus"
Wed Oct 20 01:59:41 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 01:59:25 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 01:59:09 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 01:58:05 +0000 2021,"RT @OverwatchKR: 라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 01:55:11 +0000 2021,"라그나로크를 준비하십시오. ⚔️

에인헤랴르 자리야가 되어 적을 괴멸하세요! 에인헤랴르 자리야(영웅 스킨)는 10월 26일까지 획득할 수 있습니다. https://t.co/swiElLVaEl"
Wed Oct 20 00:58:03 +0000 2021,@HwonYoong 라그나로크 메이플 테일즈위버 라테일 맞나여 ㅋㅋ
Tue Oct 19 23:32:09 +0000 2021,라그나로크 보고싶다
Tue Oct 19 19:22:05 +0000 2021,"40대스커트
인스타일상
강호동
아기그램
라그나로크
밥버거
리니지M
소떡오떡
엔조이"
Tue Oct 19 15:53:30 +0000 2021,왜.네가 이것을...라그나로크를 가지고 있는거지?/자동
Tue Oct 19 15:27:55 +0000 2021,"죽음의 여신 ‘헬라’가 아스가르드를 침략하고,세상은 모든 것의 종말 ‘라그나로크’의 위기에 처한다. 헬라에게 자신의 망치마저 파괴당한 토르는 다음주 월요일 14:00까지 육군훈련소에 입소하여주시기 바랍니다.… https://t.co/214Of2bmjR"
Tue Oct 19 15:24:08 +0000 2021,라그나로크라고?어떻게..../자동
Tue Oct 19 15:24:02 +0000 2021,"RT @U_Yangdo: 토르 라그나로크 CGV 토르 싱글콤보 컵 판매/양도합니다

포장비닐 그대로인 새 제품입니다
뚜껑이 토르 투구 모양이에요!
5000원

택배 gs만 이용
반값 1600
일반 수도권 2900 타권 3400 https://t.co…"
Tue Oct 19 15:17:30 +0000 2021,"RT @U_Yangdo: 토르 라그나로크 CGV 토르 싱글콤보 컵 판매/양도합니다

포장비닐 그대로인 새 제품입니다
뚜껑이 토르 투구 모양이에요!
5000원

택배 gs만 이용
반값 1600
일반 수도권 2900 타권 3400 https://t.co…"
Tue Oct 19 14:35:02 +0000 2021,이제 아까 인알이랑 한 라그나로크 타래 보이실거임 아잠만 저니발도 들고올게요 그게진짜웃김
Tue Oct 19 14:30:04 +0000 2021,"토르 라그나로크 CGV 토르 싱글콤보 컵 판매/양도합니다

포장비닐 그대로인 새 제품입니다
뚜껑이 토르 투구 모양이에요!
5000원

택배 gs만 이용
반값 1600
일반 수도권 2900 타권 3400 https://t.co/LXxPoWC8hi"
Tue Oct 19 14:25:30 +0000 2021,내 라그나로크 타래도 진!~~~~~짜웃김
Tue Oct 19 14:23:30 +0000 2021,아레뱅은 좋아하지만 라그나로크 6마지막의 그거까지 좋아할 수는 없는거죠...
Tue Oct 19 14:22:23 +0000 2021,"RT @gksmfgksmftj: 라그나로크보기전
마도배만본인상2
제가이런말안하려고했는데
야이새끼야 https://t.co/rp648LR29V"
Tue Oct 19 14:22:06 +0000 2021,"나라그나로크더빙판도좋아함
그냥그모든포인트가좋음"
Tue Oct 19 14:13:54 +0000 2021,더빙판 라그나로크 처음 본다
Tue Oct 19 13:29:35 +0000 2021,"디플들어오면보고싶은거
아연맨3
앤트맨
시빌워
앤트맨2
라그나로크.,.,,."
Tue Oct 19 13:12:17 +0000 2021,"그래 라그나로크도 안보고 인워를 쳐만든 루소즈 놈들이나 어벤1도 안보고 롴드를 만든 제작자들 다 꺼져라 🖕🖕 
우리캐해가 맞다 어디서 감히 캐릭터성을 들먹여 이 배은망덕한 놈들😡😡"
Tue Oct 19 13:02:21 +0000 2021,RT @TiA_0613_: 라그나로크 만렙 찍음
Tue Oct 19 12:37:33 +0000 2021,"RT @llapiuyuuuuu: 크림가지파스타랑 블루문 먹으면서 에이지 오브 개망작 울트론 보는 타래

어벤1 타래&gt;&gt;https://t.co/6NGUaLw0RE …
퍼벤&gt;&gt;https://t.co/p5iB6IigU0 …
윈솔&gt;&gt;https://t.co/…"
Tue Oct 19 12:23:10 +0000 2021,토르 라그나로크 때 로키 올블랙 정장 보면서 속으로 광광 울어댔음.
Tue Oct 19 11:24:28 +0000 2021,로드의 순수한 혈통이 아니라면 라그나로크를 사용하지 못하는 것은 당연하겠지/자동
Tue Oct 19 11:01:35 +0000 2021,아 토르 라그나로크
Tue Oct 19 10:39:25 +0000 2021,"발키리 첨 나왔을 때 
난 라그나로크 본 지 얼마 안 됐을 때였음
당빠 이런 느낌을 상상함
왜냐면 발키리 일러가 오졌거든 https://t.co/lki206hgrr"
Tue Oct 19 10:14:34 +0000 2021,라그나로크 만렙 찍음 https://t.co/S2nJHxYYnS
Tue Oct 19 10:04:35 +0000 2021,RT @llapiuyuuuuu: 라그나로크에서 제일 왜나왔는지 알수없는 의사양반 https://t.co/zPH2ZtfuRU
Tue Oct 19 10:02:43 +0000 2021,"RT @llapiuyuuuuu: 크림가지파스타랑 블루문 먹으면서 에이지 오브 개망작 울트론 보는 타래

어벤1 타래&gt;&gt;https://t.co/6NGUaLw0RE …
퍼벤&gt;&gt;https://t.co/p5iB6IigU0 …
윈솔&gt;&gt;https://t.co/…"
Tue Oct 19 09:56:52 +0000 2021,"RT @llapiuyuuuuu: 크림가지파스타랑 블루문 먹으면서 에이지 오브 개망작 울트론 보는 타래

어벤1 타래&gt;&gt;https://t.co/6NGUaLw0RE …
퍼벤&gt;&gt;https://t.co/p5iB6IigU0 …
윈솔&gt;&gt;https://t.co/…"
Tue Oct 19 09:55:40 +0000 2021,데인저러스 벨리알(Dangerous Belial) vs 사이클론 라그나로크(Cyclone Ragnaruk) 【베이블레이드 버스트 ... https://t.co/2FRLwvOsRF via @YouTube… https://t.co/UbIwlFBnyJ
Tue Oct 19 09:44:28 +0000 2021,......라그나로크나 다시 일으켜버릴까..
Tue Oct 19 09:43:52 +0000 2021,"RT @llapiuyuuuuu: 크림가지파스타랑 블루문 먹으면서 에이지 오브 개망작 울트론 보는 타래

어벤1 타래&gt;&gt;https://t.co/6NGUaLw0RE …
퍼벤&gt;&gt;https://t.co/p5iB6IigU0 …
윈솔&gt;&gt;https://t.co/…"
Tue Oct 19 09:39:40 +0000 2021,RT @llapiuyuuuuu: 라그나로크 진엔딩 https://t.co/u4PTRbq85f
Tue Oct 19 09:04:54 +0000 2021,"RT @llapiuyuuuuu: 크림가지파스타랑 블루문 먹으면서 에이지 오브 개망작 울트론 보는 타래

어벤1 타래&gt;&gt;https://t.co/6NGUaLw0RE …
퍼벤&gt;&gt;https://t.co/p5iB6IigU0 …
윈솔&gt;&gt;https://t.co/…"
Tue Oct 19 08:44:16 +0000 2021,라그나로크 https://t.co/jNIsXUIapU
Tue Oct 19 08:40:46 +0000 2021,RT @llapiuyuuuuu: 라그나로크 진엔딩 https://t.co/u4PTRbq85f
Tue Oct 19 08:06:47 +0000 2021,"RT @llapiuyuuuuu: 이짓도 시리즈가 되어가는 만두랑 맥주 먹으면서 어벤저스1 보는 타래
퍼벤-윈솔-시빌워타래&gt;&gt; https://t.co/tHWmicfS7A
라그나로크타래&gt;&gt; https://t.co/VJemfPI9BO https://t.c…"
Tue Oct 19 07:59:36 +0000 2021,"RT @llapiuyuuuuu: 크림가지파스타랑 블루문 먹으면서 에이지 오브 개망작 울트론 보는 타래

어벤1 타래&gt;&gt;https://t.co/6NGUaLw0RE …
퍼벤&gt;&gt;https://t.co/p5iB6IigU0 …
윈솔&gt;&gt;https://t.co/…"
Tue Oct 19 04:47:59 +0000 2021,@R0ck_G @K1mDD1DD0 ㅅㄾ: 라그나로크 빔~ 하핫
Tue Oct 19 04:07:13 +0000 2021,"금일 오후7시 라그나로크 굿즈 라이스방송오픈합니다!!!

#라그나로크
#라그나로크게임 
#카프라
#Ragnarokonline https://t.co/aPSuh7qVmW"
Tue Oct 19 03:10:38 +0000 2021,라그나로크 온라인: 모로크 테마 https://t.co/OKhZCkxOPi #게임음악
Tue Oct 19 02:53:36 +0000 2021,남성 임신이래서 한참 봄 ㅋㅋㅋㅋㅋ 아 근데 저거 넷플 라그나로크에도 나옴 그걸 임신이라고 본다면..?
Tue Oct 19 02:17:25 +0000 2021,@shangzzi 마자요 거기서 연기 되게 인상깊게 나왔는데 그 사람이 라그나로크 감독이었을줄은..👏👏👏👏
Tue Oct 19 01:48:33 +0000 2021,타이카 아이럽유 (지나가세요 라그나로크를 너무 재밋게 본 사람입니다
Tue Oct 19 00:44:40 +0000 2021,더빙 은근 매력있음 라그나로크 더빙보세요…
Mon Oct 18 20:37:43 +0000 2021,"(라그나로크 로펌으로부터 로키 신께 고소가 들어갔습니다, 하면 로키가 밧줄 끊고 나와야할 거 같지...)"
Mon Oct 18 20:35:55 +0000 2021,제타 도끼도 작은데........ 크기가 만족스럽지는 않은데 이름이 라그나로크고 색이 빨간색이야..........
Mon Oct 18 20:34:56 +0000 2021,"하.................
라그나로크..............................."
Mon Oct 18 20:28:35 +0000 2021,"RT @butcher_shop: 와.... 그럼 대충 후보 20개 중에서

그랑삼국
카트라이더 러쉬
AFK아레나
명일방주
레전드오브룬테라
전략 리그오브레전드
걸카페건
스테이트오브서바이벌
라그나로크 오리진
원신

이 10개가 전부 중국개발이라고;;;;?"
Mon Oct 18 17:00:11 +0000 2021,"마블영화중에서 내가 제일 좋아하는거는 라그나로크랑 가오갤1 그리고 시빌워랑 윈솔
라그나로크는 진짜 한 30번 봄"
Mon Oct 18 16:09:00 +0000 2021,@PumPum_trpg 게티는 그럴수있어요(???) 물론 당장 죽는단건 아니지만 라그나로크가 가까워지면?
Mon Oct 18 16:03:53 +0000 2021,"@RagnarokRabia 라그나로크, 잘 지내?"
Mon Oct 18 15:54:00 +0000 2021,왜.네가 이것을...라그나로크를 가지고 있는거지?/자동
Mon Oct 18 15:23:55 +0000 2021,라그나로크라고?어떻게..../자동
Mon Oct 18 15:08:51 +0000 2021,라그나로크. 발할라를 향해서.
Mon Oct 18 14:16:25 +0000 2021,이제 라그나로크를 보면서 남은 일을 해야지 북유럽 신화를 알면 더 재밌게 볼 수 있을 것 같은데 이래서 뭐든 알아두는 게 좋다니까 ㅠㅠ 북유럽 신화 다룬 책 사야지 ㅠㅠ
Mon Oct 18 12:55:35 +0000 2021,아스가르드 존ㄴ나전나 평화롭고 라그나로크도 없고 자색고구마수인도 없고 꾸준한 아홉 렐름 사찰과 전투 정도나 있는 나라면 어땠을까 약 천오백년간 일어난 가장 큰 사건이라곤 토르의 (로키와의)혼인 선언 정도인 그런 나라 있잖아
Mon Oct 18 12:26:03 +0000 2021,@_yuki_non 헐 강타1집 노래 다 좋아했는데 ㅜㅜㅜ 추억이네요 저 라그나로크r 나름 고인물이었는데 시작한 계기가 강타가 광고했었다는욬ㅋㅋㅋㅋㅋ
Mon Oct 18 11:24:13 +0000 2021,로드의 순수한 혈통이 아니라면 라그나로크를 사용하지 못하는 것은 당연하겠지/자동
